datetime,tempmax,tempmin,temp,humidity,precip,preciptype,snow,windspeed,visibility,severerisk,sunrise,sunset,icon,temperature_category,precip_category,humid_category,wind_level,vis_level
2022-07-01,91.9,72.1,80.8,64.4,0.0,0,0,14.5,9.7,75.0,05:28,20:31,clear-day,Hot,Dry,High,Leaves scatter,Good
2022-07-02,88.0,75.8,81.2,66.9,0.037,1,0,10.1,9.9,75.0,05:29,20:30,rain,Hot,Light,High,Flags wave,Good
2022-07-03,87.9,75.8,80.3,52.4,0.0,0,0,13.3,9.9,10.0,05:29,20:30,cloudy,Hot,Dry,High,Leaves scatter,Good
2022-07-04,84.8,67.9,77.0,42.2,0.018,1,0,8.7,9.7,10.0,05:30,20:30,rain,Warm,Light,Low,Flags wave,Good
2022-07-05,86.0,71.3,76.3,61.6,0.033,1,0,12.8,9.8,10.0,05:30,20:30,rain,Warm,Light,High,Leaves scatter,Good
2022-07-06,87.8,73.9,79.8,65.1,0.0,0,0,13.9,9.9,10.0,05:31,20:29,cloudy,Warm,Dry,High,Leaves scatter,Good
2022-07-07,82.1,71.0,76.2,64.0,0.018,1,0,12.4,9.9,10.0,05:32,20:29,rain,Warm,Light,High,Leaves scatter,Good
2022-07-08,83.8,69.1,73.7,79.1,0.099,1,0,12.1,9.7,10.0,05:32,20:29,rain,Warm,Light,High,Flags wave,Good
2022-07-09,84.7,73.1,77.2,61.5,0.018,1,0,13.4,9.9,10.0,05:33,20:28,rain,Warm,Light,High,Leaves scatter,Good
2022-07-10,82.9,68.9,74.5,56.2,0.0,0,0,12.6,9.9,10.0,05:34,20:28,clear-day,Warm,Dry,High,Leaves scatter,Good
2022-07-11,82.1,66.9,74.0,63.5,0.0,0,0,12.6,9.8,10.0,05:34,20:28,clear-day,Warm,Dry,High,Leaves scatter,Good
2022-07-12,89.0,70.1,78.8,66.8,0.0,0,0,14.5,9.9,60.0,05:35,20:27,cloudy,Warm,Dry,High,Leaves scatter,Good
2022-07-13,91.1,75.2,82.0,56.4,0.006,1,0,11.2,9.9,60.0,05:36,20:27,rain,Hot,Light,High,Flags wave,Good
2022-07-14,89.8,73.1,81.0,59.0,0.009,1,0,10.0,9.9,60.0,05:37,20:26,rain,Hot,Light,High,Flags wave,Good
2022-07-15,83.9,74.0,78.5,56.9,0.0,0,0,11.1,9.9,10.0,05:37,20:25,cloudy,Warm,Dry,High,Flags wave,Good
2022-07-16,83.8,73.1,76.6,76.5,0.067,1,0,10.0,9.8,60.0,05:38,20:25,rain,Warm,Light,High,Flags wave,Good
2022-07-17,84.7,72.0,78.0,73.4,0.001,1,0,11.2,9.9,60.0,05:39,20:24,rain,Warm,Light,High,Flags wave,Good
2022-07-18,85.7,75.6,79.9,79.4,0.046,1,0,14.6,9.5,75.0,05:40,20:24,rain,Warm,Light,High,Leaves scatter,Good
2022-07-19,92.8,74.0,83.2,60.7,0.0,0,0,11.3,9.9,10.0,05:41,20:23,clear-day,Hot,Dry,High,Flags wave,Good
2022-07-20,92.9,78.2,85.7,56.7,0.009,1,0,10.0,9.9,60.0,05:41,20:22,rain,Hot,Light,High,Flags wave,Good
2022-07-21,93.4,79.1,85.3,64.5,0.156,1,0,13.9,9.6,100.0,05:42,20:21,rain,Hot,Moderate,High,Leaves scatter,Good
2022-07-22,93.8,79.1,85.7,53.8,0.002,1,0,12.8,9.8,30.0,05:43,20:20,rain,Hot,Light,High,Leaves scatter,Good
2022-07-23,96.0,79.0,86.0,53.3,0.0,0,0,10.2,9.8,60.0,05:44,20:20,clear-day,Hot,Dry,High,Flags wave,Good
2022-07-24,95.0,79.2,87.2,52.1,0.027,1,0,14.5,9.9,30.0,05:45,20:19,rain,Hot,Light,High,Leaves scatter,Good
2022-07-25,85.9,79.9,82.7,72.9,0.116,1,0,11.3,9.8,75.0,05:46,20:18,rain,Hot,Moderate,High,Flags wave,Good
2022-07-26,84.5,72.3,78.2,57.3,0.059,1,0,14.6,9.9,75.0,05:47,20:17,rain,Warm,Light,High,Leaves scatter,Good
2022-07-27,86.9,73.8,78.6,58.5,0.037,1,0,9.8,9.7,10.0,05:48,20:16,rain,Warm,Light,High,Flags wave,Good
2022-07-28,86.0,74.1,80.6,73.1,0.144,1,0,9.3,9.9,60.0,05:49,20:15,rain,Hot,Moderate,High,Flags wave,Good
2022-07-29,85.5,73.6,80.1,62.0,0.079,1,0,11.4,9.7,10.0,05:49,20:14,rain,Hot,Light,High,Flags wave,Good
2022-07-30,86.5,74.2,79.9,49.8,0.0,0,0,13.9,9.9,10.0,05:50,20:13,cloudy,Warm,Dry,Low,Leaves scatter,Good
2022-07-31,86.0,71.3,78.2,53.6,0.0,0,0,12.8,9.9,10.0,05:51,20:12,cloudy,Warm,Dry,High,Leaves scatter,Good
2022-08-01,77.5,68.5,71.9,83.4,0.46,1,0,8.1,6.8,10.0,05:52,20:11,rain,Warm,Heavy,Very High,Flags wave,Moderate
2022-08-02,89.6,72.0,80.5,64.1,0.0,0,0,10.3,9.8,60.0,05:53,20:10,cloudy,Hot,Dry,High,Flags wave,Good
2022-08-03,89.6,72.5,80.4,57.4,0.0,0,0,13.9,9.9,30.0,05:54,20:09,clear-day,Hot,Dry,High,Leaves scatter,Good
2022-08-04,92.3,76.7,83.9,58.3,0.0,0,0,11.4,9.9,60.0,05:55,20:08,cloudy,Hot,Dry,High,Flags wave,Good
2022-08-05,89.9,78.9,83.2,58.4,0.0,0,0,10.4,9.9,60.0,05:56,20:06,cloudy,Hot,Dry,High,Flags wave,Good
2022-08-06,91.1,77.5,83.9,61.9,0.0,0,0,12.8,9.8,30.0,05:57,20:05,cloudy,Hot,Dry,High,Leaves scatter,Good
2022-08-07,89.1,79.1,83.4,70.7,0.1,1,0,16.7,9.5,60.0,05:58,20:04,rain,Hot,Light,High,Leaves scatter,Good
2022-08-08,92.8,78.2,85.0,68.5,0.009,1,0,12.2,9.9,60.0,05:59,20:03,rain,Hot,Light,High,Leaves scatter,Good
2022-08-09,97.0,80.1,87.3,64.8,0.011,1,0,14.8,9.9,75.0,06:00,20:01,rain,Hot,Light,High,Leaves scatter,Good
2022-08-10,86.9,76.9,81.6,62.4,0.016,1,0,12.8,9.9,30.0,06:01,20:00,rain,Hot,Light,High,Leaves scatter,Good
2022-08-11,89.3,73.4,79.9,62.8,0.112,1,0,7.3,9.3,30.0,06:02,19:59,rain,Warm,Moderate,High,Flags wave,Good
2022-08-12,84.3,71.3,77.8,40.1,0.0,0,0,9.6,9.9,10.0,06:03,19:58,cloudy,Warm,Dry,Low,Flags wave,Good
2022-08-13,79.1,65.9,72.6,42.0,0.0,0,0,10.0,9.9,10.0,06:04,19:56,cloudy,Warm,Dry,Low,Flags wave,Good
2022-08-14,81.3,67.0,73.9,46.2,0.0,0,0,18.3,9.9,10.0,06:05,19:55,clear-day,Warm,Dry,Low,Small trees sway,Good
2022-08-15,82.1,68.8,74.8,49.9,0.0,0,0,11.4,9.9,10.0,06:06,19:54,cloudy,Warm,Dry,Low,Flags wave,Good
2022-08-16,83.0,66.5,74.0,55.5,0.0,0,0,14.5,9.9,10.0,06:07,19:52,cloudy,Warm,Dry,High,Leaves scatter,Good
2022-08-17,79.6,64.3,73.1,56.6,0.332,1,0,11.8,9.8,10.0,06:08,19:51,rain,Warm,Heavy,High,Flags wave,Good
2022-08-18,85.5,65.2,74.4,56.1,0.0,0,0,7.3,9.9,10.0,06:09,19:49,cloudy,Warm,Dry,High,Flags wave,Good
2022-08-19,89.7,70.9,78.7,49.5,0.0,0,0,11.4,9.9,10.0,06:10,19:48,clear-day,Warm,Dry,Low,Flags wave,Good
2022-08-20,89.3,75.8,81.0,54.7,0.0,0,0,11.8,9.9,30.0,06:11,19:46,cloudy,Hot,Dry,High,Flags wave,Good
2022-08-21,81.3,72.5,76.8,69.5,0.0,0,0,11.4,9.8,30.0,06:12,19:45,cloudy,Warm,Dry,High,Flags wave,Good
2022-08-22,78.5,73.1,75.3,82.0,0.134,1,0,8.8,9.3,60.0,06:13,19:43,rain,Warm,Moderate,Very High,Flags wave,Good
2022-08-23,85.1,72.3,77.7,72.7,0.01,1,0,11.4,7.5,60.0,06:14,19:42,rain,Warm,Light,High,Flags wave,Moderate
2022-08-24,89.3,71.9,80.1,52.2,0.0,0,0,12.8,9.9,10.0,06:15,19:40,clear-day,Hot,Dry,High,Leaves scatter,Good
2022-08-25,89.7,73.0,81.1,47.4,0.0,0,0,8.0,9.9,10.0,06:16,19:39,clear-day,Hot,Dry,Low,Flags wave,Good
2022-08-26,85.7,76.5,80.5,62.5,0.306,1,0,8.8,9.2,100.0,06:17,19:37,rain,Hot,Heavy,High,Flags wave,Good
2022-08-27,88.6,74.5,80.7,57.1,0.0,0,0,8.1,9.9,60.0,06:18,19:36,cloudy,Hot,Dry,High,Flags wave,Good
2022-08-28,80.5,73.1,76.1,73.2,0.0,0,0,10.4,9.7,60.0,06:19,19:34,cloudy,Warm,Dry,High,Flags wave,Good
2022-08-29,85.1,74.3,78.8,72.5,0.0,0,0,18.3,9.9,30.0,06:20,19:33,cloudy,Warm,Dry,High,Small trees sway,Good
2022-08-30,87.5,73.6,79.6,72.1,0.076,1,0,12.4,9.7,60.0,06:21,19:31,rain,Warm,Light,High,Leaves scatter,Good
2022-08-31,84.6,70.2,76.7,58.2,0.023,1,0,19.7,9.6,10.0,06:22,19:29,rain,Warm,Light,High,Small trees sway,Good
2022-09-01,85.7,69.9,77.2,38.8,0.0,0,0,12.8,9.8,10.0,06:23,19:28,clear-day,Warm,Dry,Low,Leaves scatter,Good
2022-09-02,78.5,63.0,70.1,52.7,0.0,0,0,9.0,9.9,10.0,06:24,19:26,clear-day,Warm,Dry,High,Flags wave,Good
2022-09-03,80.6,65.8,72.5,65.2,0.0,0,0,7.2,9.9,10.0,06:24,19:25,cloudy,Warm,Dry,High,Flags wave,Good
2022-09-04,89.1,72.3,78.2,65.6,0.0,0,0,9.2,9.9,60.0,06:25,19:23,cloudy,Warm,Dry,High,Flags wave,Good
2022-09-05,86.3,74.0,78.0,71.9,0.015,1,0,13.9,9.7,30.0,06:26,19:21,rain,Warm,Light,High,Leaves scatter,Good
2022-09-06,74.2,67.5,71.2,89.5,0.788,1,0,9.9,5.7,10.0,06:27,19:20,rain,Warm,Heavy,Very High,Flags wave,Poor
2022-09-07,72.3,65.5,68.7,78.8,0.0,0,0,12.8,9.1,10.0,06:28,19:18,cloudy,Warm,Dry,High,Leaves scatter,Good
2022-09-08,77.5,65.3,70.4,63.3,0.0,0,0,8.5,9.9,10.0,06:29,19:16,cloudy,Warm,Dry,High,Flags wave,Good
2022-09-09,79.2,63.3,70.6,59.4,0.0,0,0,9.5,9.9,10.0,06:30,19:15,clear-day,Warm,Dry,High,Flags wave,Good
2022-09-10,85.7,65.8,74.1,55.3,0.0,0,0,6.2,9.9,10.0,06:31,19:13,clear-day,Warm,Dry,High,Flags ripple,Good
2022-09-11,75.5,67.1,71.5,76.7,0.169,1,0,6.9,8.2,10.0,06:32,19:11,rain,Warm,Moderate,High,Flags ripple,Moderate
2022-09-12,80.7,68.0,73.3,81.9,0.439,1,0,5.9,7.2,30.0,06:33,19:10,rain,Warm,Heavy,Very High,Flags ripple,Moderate
2022-09-13,82.4,70.6,75.4,75.5,1.085,1,0,11.4,8.0,60.0,06:34,19:08,rain,Warm,Heavy,High,Flags wave,Moderate
2022-09-14,79.3,63.5,72.0,54.4,0.0,0,0,9.3,9.9,10.0,06:35,19:06,clear-day,Warm,Dry,High,Flags wave,Good
2022-09-15,74.5,64.4,69.4,46.8,0.0,0,0,19.7,9.9,10.0,06:36,19:05,clear-day,Warm,Dry,Low,Small trees sway,Good
2022-09-16,75.2,57.8,66.3,45.0,0.0,0,0,5.9,9.9,10.0,06:37,19:03,clear-day,Warm,Dry,Low,Flags ripple,Good
2022-09-17,73.8,65.0,68.9,60.4,0.0,0,0,9.0,9.9,10.0,06:38,19:01,cloudy,Warm,Dry,High,Flags wave,Good
2022-09-18,83.3,68.0,74.7,61.2,0.0,0,0,11.4,9.9,10.0,06:39,19:00,clear-day,Warm,Dry,High,Flags wave,Good
2022-09-19,84.6,69.9,75.4,62.3,0.122,1,0,17.2,9.5,10.0,06:40,18:58,rain,Warm,Moderate,High,Leaves scatter,Good
2022-09-20,77.9,67.7,72.6,63.8,0.0,0,0,11.6,9.9,30.0,06:41,18:56,cloudy,Warm,Dry,High,Flags wave,Good
2022-09-21,80.3,63.5,70.9,63.3,0.0,0,0,8.0,9.9,10.0,06:42,18:54,clear-day,Warm,Dry,High,Flags wave,Good
2022-09-22,74.5,59.5,68.5,68.4,0.393,1,0,18.5,9.1,10.0,06:43,18:53,rain,Warm,Heavy,High,Small trees sway,Good
2022-09-23,62.6,51.7,56.7,48.5,0.0,0,0,21.9,9.9,10.0,06:44,18:51,clear-day,Moderate,Dry,Low,Small trees sway,Good
2022-09-24,69.4,49.5,59.0,48.3,0.0,0,0,13.9,9.9,10.0,06:45,18:49,clear-day,Moderate,Dry,Low,Leaves scatter,Good
2022-09-25,71.9,59.5,64.8,63.9,1.017,1,0,13.9,9.3,10.0,06:46,18:48,rain,Warm,Heavy,High,Leaves scatter,Good
2022-09-26,73.6,58.7,66.1,63.0,0.005,1,0,17.2,9.9,10.0,06:47,18:46,rain,Warm,Light,High,Leaves scatter,Good
2022-09-27,68.3,60.9,64.8,49.4,0.0,0,0,9.8,9.9,10.0,06:48,18:44,cloudy,Warm,Dry,Low,Flags wave,Good
2022-09-28,69.2,54.3,62.0,56.7,0.0,0,0,13.9,9.9,10.0,06:49,18:43,cloudy,Warm,Dry,High,Leaves scatter,Good
2022-09-29,65.9,54.5,60.2,56.1,0.0,0,0,17.2,9.9,10.0,06:50,18:41,cloudy,Warm,Dry,High,Leaves scatter,Good
2022-09-30,61.6,53.1,57.9,59.1,0.0,0,0,12.1,9.9,10.0,06:51,18:39,cloudy,Moderate,Dry,High,Flags wave,Good
2022-10-01,61.3,51.7,57.4,84.1,0.509,1,0,17.7,8.2,10.0,06:52,18:38,rain,Moderate,Heavy,Very High,Leaves scatter,Moderate
2022-10-02,60.7,52.6,57.7,59.1,0.016,1,0,18.4,9.7,10.0,06:53,18:36,rain,Moderate,Light,High,Small trees sway,Good
2022-10-03,52.6,48.5,50.7,66.0,0.414,1,0,20.0,9.3,10.0,06:54,18:34,rain,Moderate,Heavy,High,Small trees sway,Good
2022-10-04,55.9,46.1,51.0,88.9,1.722,1,0,15.1,6.7,10.0,06:55,18:33,rain,Moderate,Heavy,Very High,Leaves scatter,Moderate
2022-10-05,59.0,54.3,56.5,89.4,0.481,1,0,10.9,7.8,10.0,06:56,18:31,rain,Moderate,Heavy,Very High,Flags wave,Moderate
2022-10-06,73.6,54.3,63.5,60.1,0.0,0,0,7.0,9.9,10.0,06:57,18:29,cloudy,Warm,Dry,High,Flags ripple,Good
2022-10-07,76.5,60.4,67.1,56.5,0.0,0,0,10.8,9.9,10.0,06:58,18:28,cloudy,Warm,Dry,High,Flags wave,Good
2022-10-08,60.2,48.8,54.0,53.3,0.029,1,0,16.1,9.9,10.0,06:59,18:26,rain,Moderate,Light,High,Leaves scatter,Good
2022-10-09,61.6,45.5,53.8,52.0,0.0,0,0,13.9,9.9,10.0,07:00,18:25,clear-day,Moderate,Dry,High,Leaves scatter,Good
2022-10-10,67.5,53.3,59.8,45.0,0.0,0,0,12.8,9.9,10.0,07:01,18:23,cloudy,Moderate,Dry,Low,Leaves scatter,Good
2022-10-11,69.9,51.9,60.8,56.5,0.0,0,0,7.2,9.9,10.0,07:02,18:21,clear-day,Warm,Dry,High,Flags wave,Good
2022-10-12,69.4,58.1,63.0,54.4,0.0,0,0,19.7,9.9,10.0,07:03,18:20,clear-day,Warm,Dry,High,Small trees sway,Good
2022-10-13,68.5,55.7,65.2,82.2,0.508,1,0,16.1,8.5,10.0,07:05,18:18,rain,Warm,Heavy,Very High,Leaves scatter,Moderate
2022-10-14,66.5,53.1,58.6,66.4,0.336,1,0,9.0,9.0,10.0,07:06,18:17,rain,Moderate,Heavy,High,Flags wave,Moderate
2022-10-15,68.3,51.4,59.7,61.4,0.0,0,0,11.4,9.9,10.0,07:07,18:15,clear-day,Moderate,Dry,High,Flags wave,Good
2022-10-16,64.6,53.6,59.5,58.2,0.0,0,0,6.1,9.9,10.0,07:08,18:14,cloudy,Moderate,Dry,High,Flags ripple,Good
2022-10-17,65.7,55.6,60.1,71.2,0.138,1,0,13.9,9.3,10.0,07:09,18:12,rain,Warm,Moderate,High,Leaves scatter,Good
2022-10-18,56.5,47.8,52.1,49.5,0.0,0,0,10.1,9.8,10.0,07:10,18:11,cloudy,Moderate,Dry,Low,Flags wave,Good
2022-10-19,53.3,42.9,48.5,51.2,0.0,0,0,11.4,9.9,10.0,07:11,18:09,cloudy,Moderate,Dry,High,Flags wave,Good
2022-10-20,57.5,44.3,51.4,48.2,0.0,0,0,10.3,9.9,10.0,07:12,18:08,clear-day,Moderate,Dry,Low,Flags wave,Good
2022-10-21,62.3,47.2,54.7,48.8,0.0,0,0,6.9,9.9,10.0,07:13,18:06,clear-day,Moderate,Dry,Low,Flags ripple,Good
2022-10-22,65.3,50.0,57.5,54.9,0.0,0,0,6.2,9.9,10.0,07:14,18:05,clear-day,Moderate,Dry,High,Flags ripple,Good
2022-10-23,61.3,55.4,57.9,66.4,0.018,1,0,13.9,9.9,10.0,07:16,18:04,rain,Moderate,Light,High,Leaves scatter,Good
2022-10-24,61.1,55.1,57.7,89.5,0.32,1,0,13.4,5.3,10.0,07:17,18:02,rain,Moderate,Heavy,Very High,Leaves scatter,Poor
2022-10-25,68.7,61.1,64.4,93.0,0.132,1,0,8.1,3.1,10.0,07:18,18:01,rain,Warm,Moderate,Very High,Flags wave,Poor
2022-10-26,72.3,62.6,66.1,86.0,0.003,1,0,9.2,5.6,10.0,07:19,17:59,rain,Warm,Light,Very High,Flags wave,Poor
2022-10-27,65.0,54.0,60.1,53.4,0.0,0,0,13.6,9.9,10.0,07:20,17:58,clear-day,Warm,Dry,High,Leaves scatter,Good
2022-10-28,56.3,45.3,51.0,51.7,0.0,0,0,12.4,9.9,10.0,07:21,17:57,clear-day,Moderate,Dry,High,Leaves scatter,Good
2022-10-29,57.5,43.6,50.8,59.4,0.0,0,0,8.4,9.9,10.0,07:22,17:56,clear-day,Moderate,Dry,High,Flags wave,Good
2022-10-30,62.6,44.9,53.5,57.2,0.0,0,0,5.0,9.9,10.0,07:24,17:54,clear-day,Moderate,Dry,High,Flags ripple,Good
2022-10-31,64.4,52.3,58.2,74.0,0.011,1,0,11.4,9.7,10.0,07:25,17:53,rain,Moderate,Light,High,Flags wave,Good
2022-11-01,66.8,59.0,62.4,82.1,0.158,1,0,8.3,7.3,10.0,07:26,17:52,rain,Warm,Moderate,Very High,Flags wave,Moderate
2022-11-02,69.7,56.3,62.1,59.5,0.0,0,0,9.6,9.9,10.0,07:27,17:51,clear-day,Warm,Dry,High,Flags wave,Good
2022-11-03,66.8,52.6,58.7,63.9,0.0,0,0,5.9,9.8,10.0,07:28,17:49,clear-day,Moderate,Dry,High,Flags ripple,Good
2022-11-04,70.3,52.8,60.6,79.4,0.0,0,0,8.5,8.0,10.0,07:29,17:48,cloudy,Warm,Dry,High,Flags wave,Moderate
2022-11-05,75.1,64.5,68.2,74.9,0.0,0,0,10.2,9.9,10.0,07:31,17:47,cloudy,Warm,Dry,High,Flags wave,Good
2022-11-06,73.8,65.7,69.3,76.1,0.003,1,0,9.2,9.9,10.0,06:32,16:46,rain,Warm,Light,High,Flags wave,Good
2022-11-07,76.1,57.2,70.1,49.4,0.005,1,0,10.8,9.9,10.0,06:33,16:45,rain,Warm,Light,Low,Flags wave,Good
2022-11-08,57.2,47.5,52.2,35.2,0.0,0,0,12.3,9.9,10.0,06:34,16:44,clear-day,Moderate,Dry,Low,Leaves scatter,Good
2022-11-09,53.1,40.1,47.1,49.3,0.0,0,0,13.6,9.9,10.0,06:35,16:43,clear-day,Moderate,Dry,Low,Leaves scatter,Good
2022-11-10,66.2,48.2,56.5,67.0,0.0,0,0,7.5,9.9,10.0,06:37,16:42,clear-day,Moderate,Dry,High,Flags wave,Good
2022-11-11,68.0,58.7,63.6,87.0,0.893,1,0,13.9,7.1,10.0,06:38,16:41,rain,Warm,Heavy,Very High,Leaves scatter,Moderate
2022-11-12,68.3,61.3,66.4,70.3,0.073,1,0,13.1,9.1,10.0,06:39,16:40,rain,Warm,Light,High,Leaves scatter,Good
2022-11-13,60.7,42.7,50.8,64.0,0.035,1,0,18.3,9.8,10.0,06:40,16:39,rain,Moderate,Light,High,Small trees sway,Good
2022-11-14,44.6,38.3,41.0,49.5,0.0,0,0,23.0,9.9,10.0,06:41,16:38,clear-day,Moderate,Dry,Low,Small trees sway,Good
2022-11-15,46.1,36.3,40.5,59.5,0.407,1,0,14.5,9.2,10.0,06:42,16:37,rain,Moderate,Heavy,High,Leaves scatter,Good
2022-11-16,50.0,40.1,44.5,73.7,0.378,1,0,15.8,7.7,10.0,06:44,16:37,rain,Moderate,Heavy,High,Leaves scatter,Moderate
2022-11-17,45.5,38.3,40.7,51.9,0.0,0,0,13.6,9.9,10.0,06:45,16:36,cloudy,Moderate,Dry,High,Leaves scatter,Good
2022-11-18,43.3,34.9,39.1,48.6,0.0,0,0,18.3,9.9,10.0,06:46,16:35,cloudy,Cold,Dry,Low,Small trees sway,Good
2022-11-19,39.8,32.3,36.2,44.3,0.0,0,0,11.6,9.9,10.0,06:47,16:34,clear-day,Cold,Dry,Low,Flags wave,Good
2022-11-20,38.7,30.2,34.6,36.5,0.0,0,0,18.3,9.9,10.0,06:48,16:34,clear-day,Cold,Dry,Low,Small trees sway,Good
2022-11-21,41.0,27.8,34.8,39.1,0.0,0,0,15.0,9.9,10.0,06:49,16:33,clear-day,Cold,Dry,Low,Leaves scatter,Good
2022-11-22,51.2,38.2,44.3,40.9,0.0,0,0,11.2,9.9,10.0,06:51,16:33,clear-day,Moderate,Dry,Low,Flags wave,Good
2022-11-23,55.1,43.6,48.4,37.1,0.0,0,0,10.1,9.9,10.0,06:52,16:32,clear-day,Moderate,Dry,Low,Flags wave,Good
2022-11-24,53.1,40.1,46.7,58.4,0.0,0,0,6.7,9.9,10.0,06:53,16:31,clear-day,Moderate,Dry,High,Flags ripple,Good
2022-11-25,55.1,47.0,49.8,65.7,0.018,1,0,16.3,9.0,10.0,06:54,16:31,rain,Moderate,Light,High,Leaves scatter,Moderate
2022-11-26,56.3,43.3,49.3,40.4,0.0,0,0,14.0,9.9,10.0,06:55,16:30,cloudy,Moderate,Dry,Low,Leaves scatter,Good
2022-11-27,59.3,48.8,52.4,63.8,0.677,1,0,21.9,8.2,10.0,06:56,16:30,rain,Moderate,Heavy,High,Small trees sway,Moderate
2022-11-28,55.4,42.4,50.3,61.8,0.0,0,0,15.1,9.9,10.0,06:57,16:30,cloudy,Moderate,Dry,High,Leaves scatter,Good
2022-11-29,43.1,36.5,40.4,60.0,0.0,0,0,8.1,9.9,10.0,06:58,16:29,cloudy,Moderate,Dry,High,Flags wave,Good
2022-11-30,57.8,40.7,49.1,73.7,0.397,1,0,26.4,8.5,10.0,06:59,16:29,rain,Moderate,Heavy,High,Umbrellas not working,Moderate
2022-12-01,42.7,36.3,39.3,42.6,0.0,0,0,25.3,9.8,10.0,07:00,16:29,cloudy,Cold,Dry,Low,Umbrellas not working,Good
2022-12-02,45.6,32.5,38.9,51.2,0.0,0,0,9.1,9.9,10.0,07:01,16:29,clear-day,Cold,Dry,High,Flags wave,Good
2022-12-03,57.8,46.4,52.8,74.0,0.469,1,0,16.6,8.5,10.0,07:02,16:28,rain,Moderate,Heavy,High,Leaves scatter,Moderate
2022-12-04,45.3,39.2,41.9,43.8,0.0,0,0,16.1,9.9,10.0,07:03,16:28,clear-day,Moderate,Dry,Low,Leaves scatter,Good
2022-12-05,47.7,36.3,41.8,49.0,0.0,0,0,8.3,9.9,10.0,07:04,16:28,clear-day,Moderate,Dry,Low,Flags wave,Good
2022-12-06,57.6,41.9,51.3,82.9,0.73,1,0,16.1,6.8,10.0,07:05,16:28,rain,Moderate,Heavy,Very High,Leaves scatter,Moderate
2022-12-07,58.4,55.4,57.0,91.8,0.441,1,0,11.6,4.8,10.0,07:06,16:28,rain,Moderate,Heavy,Very High,Flags wave,Poor
2022-12-08,54.5,43.3,50.3,63.1,0.0,0,0,16.1,9.9,10.0,07:07,16:28,cloudy,Moderate,Dry,High,Leaves scatter,Good
2022-12-09,45.0,36.0,39.6,51.4,0.0,0,0,11.8,9.9,10.0,07:08,16:28,clear-day,Cold,Dry,High,Flags wave,Good
2022-12-10,38.9,31.7,36.0,55.0,0.0,0,0,11.6,9.9,10.0,07:09,16:28,cloudy,Cold,Dry,High,Flags wave,Good
2022-12-11,39.8,33.4,37.3,79.4,0.291,1,1,13.8,7.9,10.0,07:10,16:28,snow,Cold,Moderate,High,Leaves scatter,Moderate
2022-12-12,38.0,29.5,33.6,75.0,0.021,0,1,10.5,8.9,10.0,07:10,16:28,snow,Cold,Light,High,Flags wave,Moderate
2022-12-13,40.1,25.6,31.9,57.3,0.0,0,0,11.4,9.9,10.0,07:11,16:28,clear-day,Cold,Dry,High,Flags wave,Good
2022-12-14,38.5,31.1,34.2,50.9,0.0,0,0,15.0,9.9,10.0,07:12,16:29,clear-day,Cold,Dry,High,Leaves scatter,Good
2022-12-15,42.4,33.2,38.0,74.8,0.5,1,0,15.2,8.8,10.0,07:13,16:29,rain,Cold,Heavy,High,Leaves scatter,Moderate
2022-12-16,44.3,38.3,41.8,89.6,0.806,1,0,19.2,5.1,10.0,07:13,16:29,rain,Moderate,Heavy,Very High,Small trees sway,Poor
2022-12-17,44.1,37.4,40.4,59.9,0.0,0,0,17.2,9.9,10.0,07:14,16:30,cloudy,Moderate,Dry,High,Leaves scatter,Good
2022-12-18,39.8,33.4,36.2,52.7,0.0,0,0,16.1,9.9,10.0,07:15,16:30,cloudy,Cold,Dry,High,Leaves scatter,Good
2022-12-19,38.0,31.1,34.1,53.8,0.0,0,0,15.0,9.9,10.0,07:15,16:30,cloudy,Cold,Dry,High,Leaves scatter,Good
2022-12-20,39.2,31.1,34.4,53.0,0.0,0,0,10.6,9.9,10.0,07:16,16:31,clear-day,Cold,Dry,High,Flags wave,Good
2022-12-21,39.8,28.4,33.9,57.8,0.0,0,0,6.9,9.9,10.0,07:16,16:31,clear-day,Cold,Dry,High,Flags ripple,Good
2022-12-22,45.3,34.8,40.2,78.0,0.211,1,0,18.7,8.7,10.0,07:17,16:32,rain,Moderate,Moderate,High,Small trees sway,Moderate
2022-12-23,57.2,9.0,37.9,75.2,1.103,1,1,28.9,7.3,10.0,07:17,16:32,snow,Cold,Heavy,High,Umbrellas not working,Moderate
2022-12-24,15.2,7.1,11.1,44.8,0.0,0,0,25.3,9.9,10.0,07:18,16:33,cloudy,Freezing Cold,Dry,Low,Umbrellas not working,Good
2022-12-25,27.3,14.3,20.8,48.0,0.0,0,0,17.2,9.9,10.0,07:18,16:34,clear-day,Cold,Dry,Low,Leaves scatter,Good
2022-12-26,29.0,18.5,24.2,46.4,0.0,0,0,18.3,9.9,10.0,07:18,16:34,cloudy,Cold,Dry,Low,Small trees sway,Good
2022-12-27,34.5,29.0,31.6,45.4,0.0,0,0,10.4,9.9,10.0,07:19,16:35,cloudy,Cold,Dry,Low,Flags wave,Good
2022-12-28,47.0,33.8,40.1,47.2,0.0,0,0,11.4,9.9,10.0,07:19,16:36,cloudy,Moderate,Dry,Low,Flags wave,Good
2022-12-29,50.0,40.2,45.3,45.8,0.0,0,0,9.4,9.9,10.0,07:19,16:36,clear-day,Moderate,Dry,Low,Flags wave,Good
